Date,Open,High,Low,Close,Volume,Adj Close
31-12-10,146.729996,147.070007,145.960007,146.759995,2969800,109.533325
03-01-11,147.210007,148.199997,147.139999,147.479996,4603800,110.070694
04-01-11,147.559998,148.220001,146.639999,147.639999,5060100,110.190109
05-01-11,147.339996,147.479996,146.729996,147.050003,4657400,109.749763
06-01-11,147.130005,148.789993,146.820007,148.660004,5029200,110.951378
07-01-11,148.789993,148.860001,146.940002,147.929993,4135700,110.406532
10-01-11,147.580002,148.059998,147.229996,147.639999,3633400,110.190109
11-01-11,148.199997,148.350006,146.75,147.279999,4163600,109.921417
12-01-11,147.990005,149.289993,147.669998,149.100006,4091500,111.279762
13-01-11,149.240005,149.289993,148.25,148.820007,3445800,111.07077
14-01-11,148.889999,150,148.470001,150,4544200,111.9515
18-01-11,149.820007,151.460007,149.380005,150.649994,9176900,112.436615
19-01-11,153.259995,156.130005,152.830002,155.690002,12141000,116.198143
20-01-11,154.529999,155.960007,154.449997,155.800003,7439900,116.280273
21-01-11,156.399994,156.779999,154.960007,155.5,7009000,116.056374
24-01-11,155.419998,159.789993,155.330002,159.630005,7285100,119.138756
25-01-11,159.210007,164.350006,159,161.440002,8260800,120.489655
26-01-11,161.669998,161.899994,160.419998,161.039993,5353100,120.191101
27-01-11,161.429993,162.179993,160.860001,161.070007,4878300,120.213486
28-01-11,161.050003,161.919998,158.669998,159.210007,6725600,118.825302
31-01-11,159.179993,162,158.679993,162,7197200,120.9076
01-02-11,162.110001,163.940002,162,163.559998,5831300,122.071922
02-02-11,163.399994,163.600006,162.610001,163.300003,3904000,121.877861
03-02-11,163.160004,164.199997,162.809998,163.529999,4683400,122.049492
04-02-11,163.479996,164.139999,163.220001,164,3755200,122.400291
07-02-11,164.080002,164.990005,164.020004,164.820007,4928100,123.012314
08-02-11,164.820007,166.25,164.320007,166.050003,5612600,124.421005
09-02-11,165.619995,165.970001,164.100006,164.649994,4633600,123.371933
10-02-11,163.899994,165,163.179993,164.089996,5737800,122.952362
11-02-11,163.979996,165.009995,163.309998,163.850006,5185200,122.772514
14-02-11,164.179993,164.380005,162.850006,163.220001,4129800,122.300476
15-02-11,162.889999,163.570007,162.520004,162.839996,3768700,122.015678
16-02-11,163.330002,163.600006,162.75,163.399994,3216000,122.435318
17-02-11,163.300003,164.669998,162.850006,164.240005,3230500,123.064781
18-02-11,164.460007,164.839996,164.100006,164.839996,4245000,123.514313
22-02-11,163.570007,164.259995,161.779999,161.949997,5209300,121.348854
23-02-11,161.809998,162.679993,160.139999,160.179993,5998100,120.022568
24-02-11,159.630005,161.270004,159.029999,160.770004,5707500,120.464668
25-02-11,161.059998,162.339996,160.860001,162.279999,4518400,121.596107
28-02-11,162.360001,162.990005,161.240005,161.880005,4773000,121.29644
01-03-11,163.149994,163.149994,159.880005,159.970001,4382800,119.865234
02-03-11,159.429993,161.110001,159.410004,160.160004,3413000,120.007599
